,DATA,Temp mitja,Temp max,Temp min,Dif.Temp,Pressió atm mitja,Pressió atm. max,Pressió atm. min,Dif.Pressió,Humitat rel mitja,Humitat rel.max,Humitat rel. min,Dif.Hum,Irradiància solar mitja,Gruix neu mitja,Velocitat vent (10m) mitja,Direcció vent mitja,Ratxa max vent (10m),Direcció vent max mitja,Precipitació tot,Precipitació max 1min,Precipitació demà,Precipitació (bool),Precipitació demà(bool)
0,2009-01-01,2.2,9.7,-2.7,12.4,893.9,896.0,892.0,4.0,89.0,96.50655209452202,54.0,62.27110633727175,83.7,0.0,2.5555635003412536,150.65999770554313,4.4,198.6,0.0,0.07905927835051547,0.0,False,False
1,2009-01-02,1.7,6.8,-3.4,10.2,891.3,893.0,890.0,3.0,92.5,96.50655209452202,71.0,62.27110633727175,54.4,0.0,2.5555635003412536,150.65999770554313,3.8,168.2,0.0,0.07905927835051547,0.0,False,False
2,2009-01-03,-1.7,7.5,-7.6,15.1,889.4,891.0,887.0,4.0,80.0,96.50655209452202,22.0,62.27110633727175,113.8,0.0,2.5555635003412536,150.65999770554313,3.3,153.4,0.0,0.07905927835051547,0.0,False,False
3,2009-01-04,-2.3,8.9,-11.2,20.1,890.7,892.0,889.0,3.0,64.9,96.50655209452202,13.0,62.27110633727175,111.7,0.0,2.5555635003412536,150.65999770554313,9.2,148.4,0.0,0.07905927835051547,0.0,False,False
4,2009-01-05,-3.0,7.4,-10.7,18.1,887.4,891.0,884.0,7.0,62.5,96.50655209452202,12.0,62.27110633727175,129.2,0.0,2.5555635003412536,150.65999770554313,3.2,159.2,0.0,0.07905927835051547,8.0,False,True
5,2009-01-06,-4.9,-2.4,-8.2,5.8,883.3,885.0,881.0,4.0,86.5,96.50655209452202,67.0,62.27110633727175,17.9,32.5,2.5555635003412536,150.65999770554313,9.8,147.3,8.0,0.07905927835051547,0.0,True,False
6,2009-01-07,-8.4,-0.9,-15.4,14.5,884.2,887.0,883.0,4.0,72.2,96.50655209452202,37.0,62.27110633727175,127.9,43.2,2.5555635003412536,150.65999770554313,9.4,150.4,0.0,0.07905927835051547,0.0,False,False
7,2009-01-08,-8.0,-1.2,-16.0,14.8,889.5,893.0,886.0,7.0,75.2,96.50655209452202,50.0,62.27110633727175,112.1,32.9,2.5555635003412536,150.65999770554313,3.2,147.8,0.0,0.07905927835051547,0.1,False,True
8,2009-01-09,-3.4,0.9,-7.3,8.2,892.1,893.0,890.0,3.0,88.3,96.50655209452202,66.0,62.27110633727175,47.8,31.4,2.5555635003412536,150.65999770554313,4.3,161.6,0.1,0.07905927835051547,3.7,True,True
9,2009-01-10,-2.2,2.6,-6.5,9.1,895.3,901.0,892.0,9.0,97.2,96.50655209452202,84.0,62.27110633727175,50.0,48.0,2.5555635003412536,150.65999770554313,3.4,171.1,3.7,0.07905927835051547,0.1,True,True
10,2009-01-11,-5.3,4.1,-12.1,16.2,901.6,903.0,900.0,3.0,91.9,96.50655209452202,62.0,62.27110633727175,110.5,46.3,2.5555635003412536,150.65999770554313,4.5,163.2,0.1,0.07905927835051547,0.0,True,False
11,2009-01-12,-6.8,4.2,-14.3,18.5,900.0,902.0,897.0,5.0,82.0,96.50655209452202,32.0,62.27110633727175,109.6,42.9,2.5555635003412536,150.65999770554313,2.5,190.2,0.0,0.07905927835051547,0.0,False,False
12,2009-01-13,-6.0,0.9,-14.3,15.2,891.3,897.0,888.0,9.0,76.1,96.50655209452202,45.0,62.27110633727175,89.2,46.4,2.5555635003412536,150.65999770554313,7.4,167.8,0.0,0.07905927835051547,0.2,False,True
13,2009-01-14,-0.2,7.4,-8.8,16.2,889.9,892.0,889.0,3.0,60.3,96.50655209452202,21.0,62.27110633727175,117.8,46.7,2.5555635003412536,150.65999770554313,13.6,119.7,0.2,0.07905927835051547,0.0,True,False
14,2009-01-15,-4.2,6.8,-11.7,18.5,889.1,892.0,887.0,5.0,67.3,96.50655209452202,28.0,62.27110633727175,125.6,46.7,2.5555635003412536,150.65999770554313,3.3,161.3,0.0,0.07905927835051547,0.0,False,False
15,2009-01-16,-2.9,6.6,-9.3,15.9,894.4,896.0,892.0,4.0,76.2,96.50655209452202,45.0,62.27110633727175,125.0,46.1,2.5555635003412536,150.65999770554313,2.8,143.9,0.0,0.07905927835051547,0.0,False,False
16,2009-01-17,-0.7,9.3,-6.1,15.4,895.6,897.0,894.0,3.0,79.8,96.50655209452202,38.0,62.27110633727175,105.3,34.6,2.5555635003412536,150.65999770554313,4.6,177.3,0.0,0.07905927835051547,0.0,False,False
17,2009-01-18,-1.1,9.7,-9.0,18.7,892.5,895.0,890.0,5.0,78.7,96.50655209452202,32.0,62.27110633727175,115.9,15.7,2.5555635003412536,150.65999770554313,3.6,174.3,0.0,0.07905927835051547,2.5,False,True
18,2009-01-19,3.6,7.8,-2.3,10.1,882.0,891.0,874.0,17.0,93.2,96.50655209452202,77.0,62.27110633727175,46.6,8.4,2.5555635003412536,150.65999770554313,10.5,199.2,2.5,0.07905927835051547,1.7,True,True
19,2009-01-20,0.5,6.1,-6.9,13.0,875.3,880.0,873.0,7.0,86.7,96.50655209452202,47.0,62.27110633727175,106.0,5.0,2.5555635003412536,150.65999770554313,11.6,163.6,1.7,0.07905927835051547,0.2,True,True
20,2009-01-21,-3.1,5.3,-9.8,15.1,883.5,887.0,880.0,7.0,75.8,96.50655209452202,37.0,62.27110633727175,123.3,0.0,2.5555635003412536,150.65999770554313,8.5,136.5,0.2,0.07905927835051547,0.6,True,True
21,2009-01-22,-1.5,3.9,-6.9,10.8,882.9,887.0,879.0,8.0,82.9,96.50655209452202,53.0,62.27110633727175,106.4,0.0,2.5555635003412536,150.65999770554313,4.9,154.4,0.6,0.07905927835051547,5.8,True,True
22,2009-01-23,2.9,10.3,-0.4,10.7,875.4,879.0,870.0,9.0,97.4,96.50655209452202,79.0,62.27110633727175,83.1,4.2,2.5555635003412536,150.65999770554313,8.2,171.4,5.8,0.07905927835051547,4.4,True,True
23,2009-01-24,4.0,7.7,-0.4,8.1,870.1,880.0,863.0,17.0,68.2,96.50655209452202,34.0,62.27110633727175,53.1,0.0,2.5555635003412536,150.65999770554313,23.9,207.6,4.4,0.07905927835051547,0.0,True,False
24,2009-01-25,0.9,7.3,-5.3,12.6,874.0,880.0,870.0,10.0,72.7,96.50655209452202,47.0,62.27110633727175,133.3,0.0,2.5555635003412536,150.65999770554313,11.1,155.7,0.0,0.07905927835051547,1.7,False,True
25,2009-01-26,1.5,6.7,-2.4,9.1,875.2,880.0,871.0,9.0,77.7,96.50655209452202,38.0,62.27110633727175,127.0,0.0,2.5555635003412536,150.65999770554313,8.6,176.1,1.7,0.07905927835051547,2.6,True,True
26,2009-01-27,1.9,5.5,-2.6,8.1,883.8,887.0,880.0,7.0,60.3,96.50655209452202,18.0,62.27110633727175,121.2,1.7,2.5555635003412536,150.65999770554313,20.0,98.4,2.6,0.07905927835051547,0.0,True,False
27,2009-01-28,2.0,11.6,-7.5,19.1,886.5,888.0,885.0,3.0,54.0,96.50655209452202,20.0,62.27110633727175,134.5,0.0,2.5555635003412536,150.65999770554313,11.5,173.2,0.0,0.07905927835051547,0.0,False,False
28,2009-01-29,2.0,13.0,-4.5,17.5,888.1,891.0,886.0,5.0,70.2,96.50655209452202,21.0,62.27110633727175,135.2,0.0,2.5555635003412536,150.65999770554313,5.9,153.0,0.0,0.07905927835051547,0.0,False,False
29,2009-01-30,1.3,12.7,-6.4,19.1,887.9,891.0,885.0,6.0,75.4,96.50655209452202,34.0,62.27110633727175,138.4,0.0,2.5555635003412536,150.65999770554313,8.1,176.9,0.0,0.07905927835051547,1.1,False,True
30,2009-01-31,3.5,10.0,-0.9,10.9,880.8,886.0,876.0,10.0,87.6,96.50655209452202,61.0,62.27110633727175,95.1,0.0,2.5555635003412536,150.65999770554313,9.8,165.7,1.1,0.07905927835051547,5.1,True,True
31,2009-02-01,1.8,5.6,-0.9,6.5,872.2,877.0,869.0,8.0,96.6,96.50655209452202,80.0,62.27110633727175,44.1,0.0,2.5555635003412536,150.65999770554313,8.0,187.4,5.1,0.07905927835051547,2.6,True,True
32,2009-02-02,1.3,5.1,-1.0,6.1,868.8,871.0,868.0,3.0,98.8,96.50655209452202,87.0,62.27110633727175,64.0,0.0,2.5555635003412536,150.65999770554313,4.7,215.4,2.6,0.07905927835051547,9.2,True,True
33,2009-02-03,1.7,5.8,-0.5,6.3,873.1,876.0,871.0,5.0,87.3,96.50655209452202,70.0,62.27110633727175,103.7,1.8,2.5555635003412536,150.65999770554313,8.7,157.7,9.2,0.07905927835051547,0.0,True,False
34,2009-02-04,2.7,8.6,-1.0,9.6,874.3,875.0,873.0,2.0,73.4,96.50655209452202,47.0,62.27110633727175,145.2,0.0,2.5555635003412536,150.65999770554313,10.3,168.5,0.0,0.07905927835051547,2.0,False,True
35,2009-02-05,1.4,5.3,-1.6,6.9,873.9,876.0,872.0,4.0,93.3,96.50655209452202,66.0,62.27110633727175,73.5,0.0,2.5555635003412536,150.65999770554313,7.7,212.1,2.0,0.07905927835051547,0.8,True,True
36,2009-02-06,-0.1,3.3,-2.7,6.0,868.5,873.0,866.0,7.0,98.5,96.50655209452202,84.0,62.27110633727175,47.8,0.0,2.5555635003412536,150.65999770554313,8.7,200.6,0.8,0.07905927835051547,0.1,True,True
37,2009-02-07,-1.0,3.8,-4.7,8.5,870.7,876.0,868.0,8.0,69.0,96.50655209452202,33.0,62.27110633727175,131.0,0.0,2.5555635003412536,150.65999770554313,13.4,115.0,0.1,0.07905927835051547,0.0,True,False
38,2009-02-08,0.8,6.6,-2.8,9.4,880.2,886.0,875.0,11.0,47.7,96.50655209452202,20.0,62.27110633727175,146.8,0.0,2.5555635003412536,150.65999770554313,20.4,92.0,0.0,0.07905927835051547,0.0,False,False
39,2009-02-09,3.5,13.4,-4.6,18.0,887.1,889.0,886.0,3.0,72.0,96.50655209452202,35.0,62.27110633727175,147.6,0.0,2.5555635003412536,150.65999770554313,11.3,230.9,0.0,0.07905927835051547,0.0,False,False
40,2009-02-10,3.7,12.0,-2.2,14.2,888.2,892.0,885.0,7.0,67.6,96.50655209452202,23.0,62.27110633727175,122.4,0.0,2.5555635003412536,150.65999770554313,12.6,149.4,0.0,0.07905927835051547,8.6,False,True
41,2009-02-11,-2.8,0.1,-12.6,12.7,891.3,892.0,889.0,3.0,95.3,96.50655209452202,70.0,62.27110633727175,18.2,55.7,2.5555635003412536,150.65999770554313,5.7,163.9,8.6,0.07905927835051547,0.0,True,False
42,2009-02-12,-4.4,3.0,-15.7,18.7,890.8,892.0,889.0,3.0,66.1,96.50655209452202,36.0,62.27110633727175,105.7,62.1,2.5555635003412536,150.65999770554313,17.9,94.8,0.0,0.07905927835051547,0.0,False,False
43,2009-02-13,1.4,4.6,-2.8,7.4,891.4,893.0,890.0,3.0,54.9,96.50655209452202,31.0,62.27110633727175,105.7,9.5,2.5555635003412536,150.65999770554313,20.1,109.3,0.0,0.07905927835051547,0.0,False,False
44,2009-02-14,1.8,10.3,-4.5,14.8,891.1,894.0,889.0,5.0,54.3,96.50655209452202,17.0,62.27110633727175,188.0,0.0,2.5555635003412536,150.65999770554313,14.0,117.2,0.0,0.07905927835051547,0.0,False,False
45,2009-02-15,-1.2,7.8,-9.3,17.1,894.1,895.0,893.0,2.0,54.7,96.50655209452202,15.0,62.27110633727175,166.4,0.0,2.5555635003412536,150.65999770554313,6.9,146.9,0.0,0.07905927835051547,0.0,False,False
46,2009-02-16,-0.5,9.0,-8.1,17.1,894.9,897.0,892.0,5.0,54.1,96.50655209452202,18.0,62.27110633727175,179.8,0.0,2.5555635003412536,150.65999770554313,12.1,91.4,0.0,0.07905927835051547,0.0,False,False
47,2009-02-17,2.0,10.1,-7.1,17.2,895.2,897.0,893.0,4.0,53.0,96.50655209452202,32.0,62.27110633727175,145.1,0.0,2.5555635003412536,150.65999770554313,19.8,155.3,0.0,0.07905927835051547,0.0,False,False
48,2009-02-18,5.0,12.9,-1.9,14.8,893.3,895.0,892.0,3.0,51.7,96.50655209452202,22.0,62.27110633727175,182.8,0.0,2.5555635003412536,150.65999770554313,17.7,90.2,0.0,0.07905927835051547,0.0,False,False
49,2009-02-19,2.3,12.1,-5.9,18.0,894.5,898.0,892.0,6.0,53.3,96.50655209452202,18.0,62.27110633727175,196.7,0.0,2.5555635003412536,150.65999770554313,15.5,115.2,0.0,0.07905927835051547,0.0,False,False
50,2009-02-20,0.9,11.0,-7.3,18.3,898.3,900.0,896.0,4.0,63.2,96.50655209452202,20.0,62.27110633727175,199.7,0.0,2.5555635003412536,150.65999770554313,8.7,118.0,0.0,0.07905927835051547,0.0,False,False
51,2009-02-21,2.9,11.4,-5.0,16.4,898.8,901.0,897.0,4.0,54.4,96.50655209452202,19.0,62.27110633727175,202.5,0.0,2.5555635003412536,150.65999770554313,16.9,162.2,0.0,0.07905927835051547,0.0,False,False
52,2009-02-22,5.4,13.8,-4.6,18.4,898.5,901.0,895.0,6.0,53.5,96.50655209452202,32.0,62.27110633727175,174.4,0.0,2.5555635003412536,150.65999770554313,19.4,143.1,0.0,0.07905927835051547,0.0,False,False
53,2009-02-23,5.6,12.5,-0.8,13.3,892.7,895.0,890.0,5.0,50.8,96.50655209452202,24.0,62.27110633727175,190.0,0.0,2.5555635003412536,150.65999770554313,14.3,79.4,0.0,0.07905927835051547,0.0,False,False
54,2009-02-24,4.4,12.7,-3.7,16.4,892.1,895.0,891.0,4.0,58.6,96.50655209452202,24.0,62.27110633727175,206.6,0.0,2.5555635003412536,150.65999770554313,11.8,114.6,0.0,0.07905927835051547,0.0,False,False
55,2009-02-25,1.8,14.1,-7.7,21.8,897.9,902.0,895.0,7.0,64.9,96.50655209452202,10.0,62.27110633727175,211.2,0.0,2.5555635003412536,150.65999770554313,7.4,190.5,0.0,0.07905927835051547,0.0,False,False
56,2009-02-26,3.7,17.6,-7.0,24.6,898.9,902.0,895.0,7.0,64.2,96.50655209452202,11.0,62.27110633727175,208.1,0.0,2.5555635003412536,150.65999770554313,9.3,161.1,0.0,0.07905927835051547,0.0,False,False
57,2009-02-27,5.3,20.2,-6.3,26.5,894.4,898.0,891.0,7.0,54.3,96.50655209452202,11.0,62.27110633727175,213.4,0.0,2.5555635003412536,150.65999770554313,6.6,154.8,0.0,0.07905927835051547,0.0,False,False
58,2009-02-28,4.2,16.3,-5.5,21.8,889.0,893.0,886.0,7.0,58.3,96.50655209452202,8.0,62.27110633727175,140.9,0.0,2.5555635003412536,150.65999770554313,13.0,194.3,0.0,0.07905927835051547,1.5,False,True
59,2009-03-01,4.1,6.7,2.1,4.6,886.3,889.0,885.0,4.0,89.1,96.50655209452202,66.0,62.27110633727175,57.9,0.0,2.5555635003412536,150.65999770554313,5.1,135.0,1.5,0.07905927835051547,3.0,True,True
60,2009-03-02,3.7,9.6,-0.3,9.9,890.4,893.0,888.0,5.0,88.9,96.50655209452202,55.0,62.27110633727175,103.5,0.0,2.5555635003412536,150.65999770554313,6.4,153.3,3.0,0.07905927835051547,0.0,True,False
61,2009-03-03,4.1,9.4,1.1,8.3,888.2,892.0,882.0,10.0,84.7,96.50655209452202,55.0,62.27110633727175,142.1,0.0,2.5555635003412536,150.65999770554313,10.3,225.0,0.0,0.07905927835051547,0.2,False,True
62,2009-03-04,1.8,5.7,-1.2,6.9,871.1,882.0,865.0,17.0,80.2,96.50655209452202,42.0,62.27110633727175,74.2,0.0,2.5555635003412536,150.65999770554313,18.2,176.9,0.2,0.07905927835051547,2.1,True,True
63,2009-03-05,-0.0,7.6,-6.0,13.6,865.8,869.0,862.0,7.0,60.3,96.50655209452202,27.0,62.27110633727175,189.9,0.8,2.5555635003412536,150.65999770554313,10.9,185.0,2.1,0.07905927835051547,0.0,True,False
64,2009-03-06,0.8,3.6,-1.9,5.5,877.5,884.0,869.0,15.0,50.0,96.50655209452202,28.0,62.27110633727175,216.2,4.0,2.5555635003412536,150.65999770554313,23.3,63.2,0.0,0.07905927835051547,0.0,False,False
65,2009-03-07,6.0,12.0,0.1,11.9,887.0,892.0,883.0,9.0,35.8,96.50655209452202,18.0,62.27110633727175,182.9,0.0,2.5555635003412536,150.65999770554313,19.9,83.4,0.0,0.07905927835051547,0.0,False,False
66,2009-03-08,8.2,20.9,-2.1,23.0,890.5,893.0,888.0,5.0,50.1,96.50655209452202,17.0,62.27110633727175,237.3,0.0,2.5555635003412536,150.65999770554313,10.9,170.3,0.0,0.07905927835051547,0.0,False,False
67,2009-03-09,5.7,16.4,-3.3,19.7,893.5,897.0,891.0,6.0,63.7,96.50655209452202,14.0,62.27110633727175,239.6,0.0,2.5555635003412536,150.65999770554313,8.9,176.3,0.0,0.07905927835051547,0.0,False,False
68,2009-03-10,6.6,17.5,-1.0,18.5,895.2,897.0,892.0,5.0,56.9,96.50655209452202,20.0,62.27110633727175,224.7,0.0,2.5555635003412536,150.65999770554313,8.8,186.2,0.0,0.07905927835051547,0.0,False,False
69,2009-03-11,5.0,15.9,-2.3,18.2,895.7,898.0,893.0,5.0,54.1,96.50655209452202,20.0,62.27110633727175,136.8,0.0,2.5555635003412536,150.65999770554313,16.0,127.5,0.0,0.07905927835051547,0.0,False,False
70,2009-03-12,6.7,18.0,-4.9,22.9,898.2,900.0,897.0,3.0,55.3,96.50655209452202,24.0,62.27110633727175,239.6,0.0,2.5555635003412536,150.65999770554313,8.1,150.7,0.0,0.07905927835051547,0.0,False,False
71,2009-03-13,8.6,22.2,-3.4,25.6,896.7,899.0,894.0,5.0,56.5,96.50655209452202,12.0,62.27110633727175,244.5,0.0,2.5555635003412536,150.65999770554313,6.9,123.9,0.0,0.07905927835051547,0.0,False,False
72,2009-03-14,8.6,20.6,-3.2,23.8,896.2,898.0,894.0,4.0,59.6,96.50655209452202,19.0,62.27110633727175,220.4,0.0,2.5555635003412536,150.65999770554313,10.0,138.5,0.0,0.07905927835051547,0.0,False,False
73,2009-03-15,8.4,19.9,-1.4,21.3,898.4,901.0,896.0,5.0,53.6,96.50655209452202,7.0,62.27110633727175,242.3,0.0,2.5555635003412536,150.65999770554313,12.2,122.6,0.0,0.07905927835051547,0.0,False,False
74,2009-03-16,6.3,17.1,-4.5,21.6,899.1,901.0,898.0,3.0,50.8,96.50655209452202,14.0,62.27110633727175,256.4,0.0,2.5555635003412536,150.65999770554313,10.3,131.5,0.0,0.07905927835051547,0.0,False,False
75,2009-03-17,5.7,18.1,-4.9,23.0,900.6,902.0,899.0,3.0,63.7,96.50655209452202,19.0,62.27110633727175,252.2,0.0,2.5555635003412536,150.65999770554313,5.9,191.4,0.0,0.07905927835051547,0.0,False,False
76,2009-03-18,7.5,20.7,-3.9,24.6,897.1,901.0,894.0,7.0,64.0,96.50655209452202,19.0,62.27110633727175,252.7,0.0,2.5555635003412536,150.65999770554313,10.1,135.6,0.0,0.07905927835051547,0.0,False,False
77,2009-03-19,8.1,19.8,-4.0,23.8,892.6,896.0,890.0,6.0,53.4,96.50655209452202,9.0,62.27110633727175,260.1,0.0,2.5555635003412536,150.65999770554313,14.2,144.8,0.0,0.07905927835051547,0.0,False,False
78,2009-03-20,7.4,16.9,-4.9,21.8,892.3,893.0,891.0,2.0,33.7,96.50655209452202,7.0,62.27110633727175,266.1,0.0,2.5555635003412536,150.65999770554313,16.4,153.1,0.0,0.07905927835051547,0.0,False,False
79,2009-03-21,4.6,15.3,-5.7,21.0,893.4,896.0,891.0,5.0,41.2,96.50655209452202,12.0,62.27110633727175,259.4,0.0,2.5555635003412536,150.65999770554313,11.3,123.3,0.0,0.07905927835051547,0.0,False,False
80,2009-03-22,5.3,14.4,-6.7,21.1,897.1,899.0,896.0,3.0,41.5,96.50655209452202,22.0,62.27110633727175,266.6,0.0,2.5555635003412536,150.65999770554313,14.5,197.1,0.0,0.07905927835051547,0.0,False,False
81,2009-03-23,6.4,19.0,-6.4,25.4,895.5,899.0,892.0,7.0,43.9,96.50655209452202,11.0,62.27110633727175,268.2,0.0,2.5555635003412536,150.65999770554313,9.8,139.8,0.0,0.07905927835051547,0.0,False,False
82,2009-03-24,2.7,14.3,-6.9,21.2,889.4,893.0,886.0,7.0,53.0,96.50655209452202,24.0,62.27110633727175,206.4,0.0,2.5555635003412536,150.65999770554313,17.7,167.2,0.0,0.07905927835051547,0.0,False,False
83,2009-03-25,4.4,17.0,-8.2,25.2,889.0,892.0,885.0,7.0,42.8,96.50655209452202,14.0,62.27110633727175,265.5,0.0,2.5555635003412536,150.65999770554313,10.5,162.5,0.0,0.07905927835051547,0.0,False,False
84,2009-03-26,7.5,19.7,-4.5,24.2,889.3,891.0,888.0,3.0,49.2,96.50655209452202,19.0,62.27110633727175,268.4,0.0,2.5555635003412536,150.65999770554313,9.4,167.5,0.0,0.07905927835051547,0.0,False,False
85,2009-03-27,8.0,19.8,-3.1,22.9,885.9,890.0,882.0,8.0,57.3,96.50655209452202,23.0,62.27110633727175,268.1,0.0,2.5555635003412536,150.65999770554313,10.8,194.0,0.0,0.07905927835051547,13.9,False,True
86,2009-03-28,2.6,10.1,-0.9,11.0,878.5,882.0,876.0,6.0,86.4,96.50655209452202,55.0,62.27110633727175,48.4,0.7,2.5555635003412536,150.65999770554313,13.5,116.9,13.9,0.07905927835051547,2.7,True,True
87,2009-03-29,3.3,8.2,-0.2,8.4,880.6,886.0,878.0,8.0,61.9,96.50655209452202,38.0,62.27110633727175,227.1,0.2,2.5555635003412536,150.65999770554313,17.6,48.7,2.7,0.07905927835051547,0.0,True,False
88,2009-03-30,3.0,10.4,-5.3,15.7,887.3,890.0,886.0,4.0,59.6,96.50655209452202,31.0,62.27110633727175,250.1,0.0,2.5555635003412536,150.65999770554313,13.3,115.2,0.0,0.07905927835051547,1.6,False,True
89,2009-03-31,3.8,7.9,1.3,6.6,886.7,889.0,885.0,4.0,72.8,96.50655209452202,51.0,62.27110633727175,99.2,0.0,2.5555635003412536,150.65999770554313,10.8,107.0,1.6,0.07905927835051547,0.0,True,False
90,2009-04-01,6.6,11.7,3.8,7.9,885.1,888.0,883.0,5.0,65.1,96.50655209452202,47.0,62.27110633727175,181.5,0.0,2.5555635003412536,150.65999770554313,11.3,67.2,0.0,0.07905927835051547,1.3,False,True
91,2009-04-02,4.7,8.2,-0.7,8.9,888.8,892.0,886.0,6.0,78.7,96.50655209452202,62.0,62.27110633727175,81.9,0.0,2.5555635003412536,150.65999770554313,11.0,111.6,1.3,0.07905927835051547,0.1,True,True
92,2009-04-03,4.7,12.5,-1.8,14.3,893.4,896.0,891.0,5.0,77.5,96.50655209452202,42.0,62.27110633727175,252.0,0.0,2.5555635003412536,150.65999770554313,12.4,128.1,0.1,0.07905927835051547,0.0,True,False
93,2009-04-04,6.0,16.2,-4.6,20.8,895.2,897.0,893.0,4.0,71.1,96.50655209452202,30.0,62.27110633727175,242.2,0.0,2.5555635003412536,150.65999770554313,9.8,120.9,0.0,0.07905927835051547,0.0,False,False
94,2009-04-05,7.7,17.2,-2.3,19.5,894.5,897.0,892.0,5.0,71.2,96.50655209452202,37.0,62.27110633727175,250.7,0.0,2.5555635003412536,150.65999770554313,8.3,184.4,0.0,0.07905927835051547,0.0,False,False
95,2009-04-06,9.7,19.1,0.2,18.9,889.5,894.0,887.0,7.0,72.7,96.50655209452202,37.0,62.27110633727175,298.8,0.0,2.5555635003412536,150.65999770554313,9.6,178.5,0.0,0.07905927835051547,36.4,False,True
96,2009-04-07,5.0,8.7,1.2,7.5,887.5,891.0,885.0,6.0,92.5,96.50655209452202,81.0,62.27110633727175,23.0,0.0,2.5555635003412536,150.65999770554313,13.0,104.8,36.4,0.07905927835051547,5.9,True,True
97,2009-04-08,4.6,8.0,0.1,7.9,891.7,893.0,889.0,4.0,77.3,96.50655209452202,65.0,62.27110633727175,101.1,0.0,2.5555635003412536,150.65999770554313,12.1,83.4,5.9,0.07905927835051547,0.0,True,False
98,2009-04-09,6.8,15.4,-3.7,19.1,889.8,893.0,887.0,6.0,73.1,96.50655209452202,36.0,62.27110633727175,285.5,0.0,2.5555635003412536,150.65999770554313,9.1,176.2,0.0,0.07905927835051547,3.5,False,True
99,2009-04-10,5.9,8.6,1.6,7.0,882.7,887.0,879.0,8.0,82.3,96.50655209452202,61.0,62.27110633727175,75.1,0.0,2.5555635003412536,150.65999770554313,7.7,166.1,3.5,0.07905927835051547,7.8,True,True
100,2009-04-11,5.2,9.6,1.6,8.0,880.3,884.0,877.0,7.0,78.5,96.50655209452202,53.0,62.27110633727175,152.1,0.0,2.5555635003412536,150.65999770554313,11.4,86.4,7.8,0.07905927835051547,0.0,True,False
101,2009-04-12,3.8,6.2,-0.6,6.8,885.0,888.0,882.0,6.0,75.5,96.50655209452202,65.0,62.27110633727175,90.8,0.0,2.5555635003412536,150.65999770554313,11.7,120.5,0.0,0.07905927835051547,0.1,False,True
102,2009-04-13,7.2,15.5,-1.0,16.5,886.0,888.0,884.0,4.0,75.8,96.50655209452202,45.0,62.27110633727175,212.8,0.0,2.5555635003412536,150.65999770554313,9.4,131.1,0.1,0.07905927835051547,0.0,True,False
103,2009-04-14,8.2,17.2,-1.3,18.5,883.8,886.0,882.0,4.0,71.1,96.50655209452202,33.0,62.27110633727175,246.4,0.0,2.5555635003412536,150.65999770554313,11.7,182.5,0.0,0.07905927835051547,12.1,False,True
104,2009-04-15,5.0,9.2,0.5,8.7,882.7,885.0,880.0,5.0,83.4,96.50655209452202,57.0,62.27110633727175,78.6,0.0,2.5555635003412536,150.65999770554313,11.2,182.4,12.1,0.07905927835051547,1.9,True,True
105,2009-04-16,4.6,10.3,0.4,9.9,885.0,887.0,884.0,3.0,83.0,96.50655209452202,56.0,62.27110633727175,206.6,0.0,2.5555635003412536,150.65999770554313,11.3,224.6,1.9,0.07905927835051547,3.3,True,True
106,2009-04-17,3.2,9.8,-0.5,10.3,887.8,890.0,886.0,4.0,90.9,96.50655209452202,53.0,62.27110633727175,174.8,0.0,2.5555635003412536,150.65999770554313,8.6,161.8,3.3,0.07905927835051547,0.1,True,True
107,2009-04-18,4.8,14.3,-0.9,15.2,888.8,891.0,886.0,5.0,78.2,96.50655209452202,27.0,62.27110633727175,308.4,0.0,2.5555635003412536,150.65999770554313,9.6,163.7,0.1,0.07905927835051547,0.0,True,False
108,2009-04-19,5.8,13.9,-2.9,16.8,891.9,896.0,890.0,6.0,69.5,96.50655209452202,34.0,62.27110633727175,329.1,0.0,2.5555635003412536,150.65999770554313,11.3,117.6,0.0,0.07905927835051547,1.5,False,True
109,2009-04-20,5.9,13.1,-2.0,15.1,894.1,896.0,892.0,4.0,69.5,96.50655209452202,39.0,62.27110633727175,195.9,0.0,2.5555635003412536,150.65999770554313,15.9,100.1,1.5,0.07905927835051547,0.4,True,True
110,2009-04-21,8.4,13.0,4.1,8.9,895.0,898.0,893.0,5.0,66.9,96.50655209452202,47.0,62.27110633727175,218.9,0.0,2.5555635003412536,150.65999770554313,20.9,81.8,0.4,0.07905927835051547,0.0,True,False
111,2009-04-22,10.4,14.9,5.3,9.6,896.0,898.0,895.0,3.0,56.7,96.50655209452202,40.0,62.27110633727175,248.3,0.0,2.5555635003412536,150.65999770554313,15.8,120.6,0.0,0.07905927835051547,0.0,False,False
112,2009-04-23,11.1,23.2,-2.0,25.2,894.1,897.0,892.0,5.0,47.5,96.50655209452202,7.0,62.27110633727175,352.6,0.0,2.5555635003412536,150.65999770554313,12.4,186.1,0.0,0.07905927835051547,0.0,False,False
113,2009-04-24,11.2,22.2,-0.2,22.4,888.9,893.0,886.0,7.0,54.5,96.50655209452202,19.0,62.27110633727175,321.9,0.0,2.5555635003412536,150.65999770554313,10.1,183.1,0.0,0.07905927835051547,0.0,False,False
